x	y	divider_dec	real_dec	divider_bin	real_bin	error
1.5600000000000005	1.0	1.56	1.5600000000000005	+1.1000111101011100001010001111010111000010100011110110	+1.1000111101011100001010001111010111000010100011111000	4
1.5700000000000005	1.0	1.57	1.5700000000000005	+1.1001000111101011100001010001111010111000010100011111	+1.1001000111101011100001010001111010111000010100100001	6
1.5800000000000005	1.0	1.5800000000000003	1.5800000000000005	+1.1001010001111010111000010100011110101110000101001001	+1.1001010001111010111000010100011110101110000101001010	2
1.5900000000000005	1.0	1.5900000000000003	1.5900000000000005	+1.1001011100001010001111010111000010100011110101110010	+1.1001011100001010001111010111000010100011110101110011	1
1.6000000000000005	1.0	1.6	1.6000000000000005	+1.1001100110011001100110011001100110011001100110011010	+1.1001100110011001100110011001100110011001100110011100	3
1.6100000000000005	1.0	1.6100000000000003	1.6100000000000005	+1.1001110000101000111101011100001010001111010111000100	+1.1001110000101000111101011100001010001111010111000101	1
1.6200000000000006	1.0	1.6200000000000003	1.6200000000000006	+1.1001111010111000010100011110101110000101000111101101	+1.1001111010111000010100011110101110000101000111101110	2
1.6300000000000006	1.0	1.6300000000000001	1.6300000000000006	+1.1010000101000111101011100001010001111010111000010101	+1.1010000101000111101011100001010001111010111000010111	2
1.6400000000000006	1.0	1.6400000000000001	1.6400000000000006	+1.1010001111010111000010100011110101110000101000111110	+1.1010001111010111000010100011110101110000101001000000	7
1.6500000000000006	1.0	1.6500000000000004	1.6500000000000006	+1.1010011001100110011001100110011001100110011001101000	+1.1010011001100110011001100110011001100110011001101001	1
1.6600000000000006	1.0	1.6600000000000001	1.6600000000000006	+1.1010100011110101110000101000111101011100001010010000	+1.1010100011110101110000101000111101011100001010010010	2
1.6700000000000006	1.0	1.6700000000000004	1.6700000000000006	+1.1010101110000101000111101011100001010001111010111010	+1.1010101110000101000111101011100001010001111010111011	1
1.6800000000000006	1.0	1.6800000000000004	1.6800000000000006	+1.1010111000010100011110101110000101000111101011100011	+1.1010111000010100011110101110000101000111101011100100	3
1.6900000000000006	1.0	1.6900000000000002	1.6900000000000006	+1.1011000010100011110101110000101000111101011100001011	+1.1011000010100011110101110000101000111101011100001101	3
1.7000000000000006	1.0	1.7000000000000004	1.7000000000000006	+1.1011001100110011001100110011001100110011001100110101	+1.1011001100110011001100110011001100110011001100110110	2
1.7100000000000006	1.0	1.7100000000000002	1.7100000000000006	+1.1011010111000010100011110101110000101000111101011101	+1.1011010111000010100011110101110000101000111101011111	2
1.7200000000000006	1.0	1.7200000000000004	1.7200000000000006	+1.1011100001010001111010111000010100011110101110000111	+1.1011100001010001111010111000010100011110101110001000	4
1.7300000000000006	1.0	1.7300000000000004	1.7300000000000006	+1.1011101011100001010001111010111000010100011110110000	+1.1011101011100001010001111010111000010100011110110001	1
1.7400000000000007	1.0	1.7400000000000002	1.7400000000000007	+1.1011110101110000101000111101011100001010001111011000	+1.1011110101110000101000111101011100001010001111011010	2
1.7500000000000007	1.0	1.7500000000000004	1.7500000000000007	+1.1100000000000000000000000000000000000000000000000010	+1.1100000000000000000000000000000000000000000000000011	1
1.7600000000000007	1.0	1.7600000000000005	1.7600000000000007	+1.1100001010001111010111000010100011110101110000101011	+1.1100001010001111010111000010100011110101110000101100	3
1.7700000000000007	1.0	1.7700000000000005	1.7700000000000007	+1.1100010100011110101110000101000111101011100001010100	+1.1100010100011110101110000101000111101011100001010101	1
1.7800000000000007	1.0	1.7800000000000002	1.7800000000000007	+1.1100011110101110000101000111101011100001010001111100	+1.1100011110101110000101000111101011100001010001111110	2
1.7900000000000007	1.0	1.7900000000000005	1.7900000000000007	+1.1100101000111101011100001010001111010111000010100110	+1.1100101000111101011100001010001111010111000010100111	1
1.8000000000000007	1.0	1.8000000000000005	1.8000000000000007	+1.1100110011001100110011001100110011001100110011001111	+1.1100110011001100110011001100110011001100110011010000	5
1.8100000000000007	1.0	1.8100000000000003	1.8100000000000007	+1.1100111101011100001010001111010111000010100011110111	+1.1100111101011100001010001111010111000010100011111001	4
1.8200000000000007	1.0	1.8200000000000003	1.8200000000000007	+1.1101000111101011100001010001111010111000010100100000	+1.1101000111101011100001010001111010111000010100100010	2
1.8300000000000007	1.0	1.8300000000000005	1.8300000000000007	+1.1101010001111010111000010100011110101110000101001010	+1.1101010001111010111000010100011110101110000101001011	1
1.8400000000000007	1.0	1.8400000000000003	1.8400000000000007	+1.1101011100001010001111010111000010100011110101110010	+1.1101011100001010001111010111000010100011110101110100	3
1.8500000000000008	1.0	1.8500000000000005	1.8500000000000008	+1.1101100110011001100110011001100110011001100110011100	+1.1101100110011001100110011001100110011001100110011101	1
1.8600000000000008	1.0	1.8600000000000005	1.8600000000000008	+1.1101110000101000111101011100001010001111010111000101	+1.1101110000101000111101011100001010001111010111000110	2
1.8700000000000008	1.0	1.8700000000000003	1.8700000000000008	+1.1101111010111000010100011110101110000101000111101101	+1.1101111010111000010100011110101110000101000111101111	2
1.8800000000000008	1.0	1.8800000000000006	1.8800000000000008	+1.1110000101000111101011100001010001111010111000010111	+1.1110000101000111101011100001010001111010111000011000	4
1.8900000000000008	1.0	1.8900000000000003	1.8900000000000008	+1.1110001111010111000010100011110101110000101000111111	+1.1110001111010111000010100011110101110000101001000001	7
1.9000000000000008	1.0	1.9000000000000006	1.9000000000000008	+1.1110011001100110011001100110011001100110011001101001	+1.1110011001100110011001100110011001100110011001101010	2
1.9100000000000008	1.0	1.9100000000000006	1.9100000000000008	+1.1110100011110101110000101000111101011100001010010010	+1.1110100011110101110000101000111101011100001010010011	1
1.9200000000000008	1.0	1.9200000000000004	1.9200000000000008	+1.1110101110000101000111101011100001010001111010111010	+1.1110101110000101000111101011100001010001111010111100	3
1.9300000000000008	1.0	1.9300000000000006	1.9300000000000008	+1.1110111000010100011110101110000101000111101011100100	+1.1110111000010100011110101110000101000111101011100101	1
1.9400000000000008	1.0	1.9400000000000006	1.9400000000000008	+1.1111000010100011110101110000101000111101011100001101	+1.1111000010100011110101110000101000111101011100001110	2
1.9500000000000008	1.0	1.9500000000000006	1.9500000000000008	+1.1111001100110011001100110011001100110011001100110110	+1.1111001100110011001100110011001100110011001100110111	1
1.9600000000000009	1.0	1.9600000000000004	1.9600000000000009	+1.1111010111000010100011110101110000101000111101011110	+1.1111010111000010100011110101110000101000111101100000	6
1.9700000000000009	1.0	1.9700000000000006	1.9700000000000009	+1.1111100001010001111010111000010100011110101110001000	+1.1111100001010001111010111000010100011110101110001001	1
1.9800000000000009	1.0	1.9800000000000006	1.9800000000000009	+1.1111101011100001010001111010111000010100011110110001	+1.1111101011100001010001111010111000010100011110110010	2
1.9900000000000009	1.0	1.9900000000000004	1.9900000000000009	+1.1111110101110000101000111101011100001010001111011001	+1.1111110101110000101000111101011100001010001111011011	2
1.01	1.01	0.9999999999999996	1.0	+0.1111111111111111111111111111111111111111111111111110	+1.0000000000000000000000000000000000000000000000000000	52
1.02	1.01	1.0099009900990095	1.00990099009901	+1.0000001010001000110111110000110010101100010110110010	+1.0000001010001000110111110000110010101100010110110100	3
1.03	1.01	1.0198019801980194	1.0198019801980198	+1.0000010100010001101111100001100101011000101101100110	+1.0000010100010001101111100001100101011000101101101000	4
1.04	1.01	1.0297029702970293	1.0297029702970297	+1.0000011110011010100111010010011000000101000100011010	+1.0000011110011010100111010010011000000101000100011100	3
1.05	1.01	1.0396039603960392	1.0396039603960396	+1.0000101000100011011111000011001010110001011011001110	+1.0000101000100011011111000011001010110001011011010000	5
1.06	1.01	1.049504950495049	1.0495049504950495	+1.0000110010101100010110110011111101011101110010000010	+1.0000110010101100010110110011111101011101110010000100	3
1.07	1.01	1.0594059405940592	1.0594059405940595	+1.0000111100110101001110100100110000001010001000110111	+1.0000111100110101001110100100110000001010001000111000	4
1.08	1.01	1.069306930693069	1.0693069306930694	+1.0001000110111110000110010101100010110110011111101010	+1.0001000110111110000110010101100010110110011111101100	3
1.09	1.01	1.0792079207920788	1.0792079207920793	+1.0001010001000110111110000110010101100010110110011110	+1.0001010001000110111110000110010101100010110110100000	6
1.1	1.01	1.0891089108910887	1.0891089108910892	+1.0001011011001111110101110111001000001111001101010010	+1.0001011011001111110101110111001000001111001101010100	3
1.11	1.01	1.0990099009900987	1.099009900990099	+1.0001100101011000101101100111111010111011100100000110	+1.0001100101011000101101100111111010111011100100001000	4
1.12	1.01	1.1089108910891086	1.108910891089109	+1.0001101111100001100101011000101101100111111010111010	+1.0001101111100001100101011000101101100111111010111100	3
1.1300000000000001	1.01	1.1188118811881185	1.118811881188119	+1.0001111001101010011101001001100000010100010001101110	+1.0001111001101010011101001001100000010100010001110000	5
1.1400000000000001	1.01	1.1287128712871286	1.1287128712871288	+1.0010000011110011010100111010010011000000101000100011	+1.0010000011110011010100111010010011000000101000100100	3
1.1500000000000001	1.01	1.1386138613861385	1.1386138613861387	+1.0010001101111100001100101011000101101100111111010111	+1.0010001101111100001100101011000101101100111111011000	4
1.1600000000000001	1.01	1.148514851485148	1.1485148514851486	+1.0010011000000101000100011011111000011001010110001001	+1.0010011000000101000100011011111000011001010110001100	3
1.1700000000000002	1.01	1.1584158415841581	1.1584158415841586	+1.0010100010001101111100001100101011000101101100111110	+1.0010100010001101111100001100101011000101101101000000	7
1.1800000000000002	1.01	1.168316831683168	1.1683168316831685	+1.0010101100010110110011111101011101110010000011110010	+1.0010101100010110110011111101011101110010000011110100	3
1.1900000000000002	1.01	1.178217821782178	1.1782178217821784	+1.0010110110011111101011101110010000011110011010100110	+1.0010110110011111101011101110010000011110011010101000	4
1.2000000000000002	1.01	1.1881188118811878	1.1881188118811883	+1.0011000000101000100011011111000011001010110001011010	+1.0011000000101000100011011111000011001010110001011100	3
1.2100000000000002	1.01	1.198019801980198	1.1980198019801982	+1.0011001010110001011011001111110101110111001000001111	+1.0011001010110001011011001111110101110111001000010000	5
1.2200000000000002	1.01	1.2079207920792077	1.207920792079208	+1.0011010100111010010011000000101000100011011111000010	+1.0011010100111010010011000000101000100011011111000100	3
1.2300000000000002	1.01	1.2178217821782176	1.217821782178218	+1.0011011111000011001010110001011011001111110101110110	+1.0011011111000011001010110001011011001111110101111000	4
1.2400000000000002	1.01	1.2277227722772275	1.227722772277228	+1.0011101001001100000010100010001101111100001100101010	+1.0011101001001100000010100010001101111100001100101100	3
1.2500000000000002	1.01	1.2376237623762374	1.2376237623762378	+1.0011110011010100111010010011000000101000100011011110	+1.0011110011010100111010010011000000101000100011100000	6
1.2600000000000002	1.01	1.2475247524752473	1.2475247524752477	+1.0011111101011101110010000011110011010100111010010010	+1.0011111101011101110010000011110011010100111010010100	3
1.2700000000000002	1.01	1.2574257425742572	1.2574257425742577	+1.0100000111100110101001110100100110000001010001000110	+1.0100000111100110101001110100100110000001010001001000	4
1.2800000000000002	1.01	1.2673267326732671	1.2673267326732676	+1.0100010001101111100001100101011000101101100111111010	+1.0100010001101111100001100101011000101101100111111100	3
1.2900000000000003	1.01	1.277227722772277	1.2772277227722775	+1.0100011011111000011001010110001011011001111110101110	+1.0100011011111000011001010110001011011001111110110000	5
1.3000000000000003	1.01	1.287128712871287	1.2871287128712874	+1.0100100110000001010001000110111110000110010101100010	+1.0100100110000001010001000110111110000110010101100100	3
1.3100000000000003	1.01	1.2970297029702968	1.2970297029702973	+1.0100110000001010001000110111110000110010101100010110	+1.0100110000001010001000110111110000110010101100011000	4
1.3200000000000003	1.01	1.3069306930693068	1.3069306930693072	+1.0100111010010011000000101000100011011111000011001010	+1.0100111010010011000000101000100011011111000011001100	3
1.3300000000000003	1.01	1.3168316831683167	1.3168316831683171	+1.0101000100011011111000011001010110001011011001111110	+1.0101000100011011111000011001010110001011011010000000	8
1.3400000000000003	1.01	1.3267326732673266	1.326732673267327	+1.0101001110100100110000001010001000110111110000110010	+1.0101001110100100110000001010001000110111110000110100	3
1.3500000000000003	1.01	1.3366336633663365	1.336633663366337	+1.0101011000101101100111111010111011100100000111100110	+1.0101011000101101100111111010111011100100000111101000	4
1.3600000000000003	1.01	1.3465346534653464	1.3465346534653468	+1.0101100010110110011111101011101110010000011110011010	+1.0101100010110110011111101011101110010000011110011100	3
1.3700000000000003	1.01	1.3564356435643563	1.3564356435643568	+1.0101101100111111010111011100100000111100110101001110	+1.0101101100111111010111011100100000111100110101010000	5
1.3800000000000003	1.01	1.3663366336633664	1.3663366336633667	+1.0101110111001000001111001101010011101001001100000011	+1.0101110111001000001111001101010011101001001100000100	3
1.3900000000000003	1.01	1.3762376237623761	1.3762376237623766	+1.0110000001010001000110111110000110010101100010110110	+1.0110000001010001000110111110000110010101100010111000	4
1.4000000000000004	1.01	1.3861386138613858	1.3861386138613865	+1.0110001011011001111110101110111001000001111001101001	+1.0110001011011001111110101110111001000001111001101100	3
1.4100000000000004	1.01	1.396039603960396	1.3960396039603964	+1.0110010101100010110110011111101011101110010000011110	+1.0110010101100010110110011111101011101110010000100000	6
1.4200000000000004	1.01	1.4059405940594059	1.4059405940594063	+1.0110011111101011101110010000011110011010100111010010	+1.0110011111101011101110010000011110011010100111010100	3
1.4300000000000004	1.01	1.4158415841584158	1.4158415841584162	+1.0110101001110100100110000001010001000110111110000110	+1.0110101001110100100110000001010001000110111110001000	4
1.4400000000000004	1.01	1.4257425742574257	1.4257425742574261	+1.0110110011111101011101110010000011110011010100111010	+1.0110110011111101011101110010000011110011010100111100	3
1.4500000000000004	1.01	1.4356435643564358	1.435643564356436	+1.0110111110000110010101100010110110011111101011101111	+1.0110111110000110010101100010110110011111101011110000	5
1.4600000000000004	1.01	1.4455445544554455	1.445544554455446	+1.0111001000001111001101010011101001001100000010100010	+1.0111001000001111001101010011101001001100000010100100	3
1.4700000000000004	1.01	1.4554455445544552	1.4554455445544559	+1.0111010010011000000101000100011011111000011001010101	+1.0111010010011000000101000100011011111000011001011000	4
1.4800000000000004	1.01	1.4653465346534653	1.4653465346534658	+1.0111011100100000111100110101001110100100110000001010	+1.0111011100100000111100110101001110100100110000001100	3
1.4900000000000004	1.01	1.4752475247524752	1.4752475247524757	+1.0111100110101001110100100110000001010001000110111110	+1.0111100110101001110100100110000001010001000111000000	7
1.5000000000000004	1.01	1.4851485148514851	1.4851485148514856	+1.0111110000110010101100010110110011111101011101110010	+1.0111110000110010101100010110110011111101011101110100	3
1.5100000000000005	1.01	1.4950495049504953	1.4950495049504955	+1.0111111010111011100100000111100110101001110100100111	+1.0111111010111011100100000111100110101001110100101000	4
1.5200000000000005	1.01	1.504950495049505	1.5049504950495054	+1.1000000101000100011011111000011001010110001011011010	+1.1000000101000100011011111000011001010110001011011100	3
1.5300000000000005	1.01	1.5148514851485149	1.5148514851485153	+1.1000001111001101010011101001001100000010100010001110	+1.1000001111001101010011101001001100000010100010010000	5
1.5400000000000005	1.01	1.5247524752475248	1.5247524752475252	+1.1000011001010110001011011001111110101110111001000010	+1.1000011001010110001011011001111110101110111001000100	3
1.5500000000000005	1.01	1.5346534653465347	1.5346534653465351	+1.1000100011011111000011001010110001011011001111110110	+1.1000100011011111000011001010110001011011001111111000	4
1.5600000000000005	1.01	1.5445544554455446	1.544554455445545	+1.1000101101100111111010111011100100000111100110101010	+1.1000101101100111111010111011100100000111100110101100	3
1.5700000000000005	1.01	1.5544554455445545	1.554455445544555	+1.1000110111110000110010101100010110110011111101011110	+1.1000110111110000110010101100010110110011111101100000	6
1.5800000000000005	1.01	1.5643564356435644	1.5643564356435649	+1.1001000001111001101010011101001001100000010100010010	+1.1001000001111001101010011101001001100000010100010100	3
1.5900000000000005	1.01	1.5742574257425743	1.5742574257425748	+1.1001001100000010100010001101111100001100101011000110	+1.1001001100000010100010001101111100001100101011001000	4
1.6000000000000005	1.01	1.5841584158415842	1.5841584158415847	+1.1001010110001011011001111110101110111001000001111010	+1.1001010110001011011001111110101110111001000001111100	3
1.6100000000000005	1.01	1.5940594059405941	1.5940594059405946	+1.1001100000010100010001101111100001100101011000101110	+1.1001100000010100010001101111100001100101011000110000	5
1.6200000000000006	1.01	1.603960396039604	1.6039603960396045	+1.1001101010011101001001100000010100010001101111100010	+1.1001101010011101001001100000010100010001101111100100	3
1.6300000000000006	1.01	1.613861386138614	1.6138613861386144	+1.1001110100100110000001010001000110111110000110010110	+1.1001110100100110000001010001000110111110000110011000	4
1.6400000000000006	1.01	1.6237623762376237	1.6237623762376243	+1.1001111110101110111001000001111001101010011101001001	+1.1001111110101110111001000001111001101010011101001100	3
1.6500000000000006	1.01	1.6336633663366338	1.6336633663366342	+1.1010001000110111110000110010101100010110110011111110	+1.1010001000110111110000110010101100010110110100000000	9
1.6600000000000006	1.01	1.6435643564356437	1.6435643564356441	+1.1010010011000000101000100011011111000011001010110010	+1.1010010011000000101000100011011111000011001010110100	3
1.6700000000000006	1.01	1.6534653465346536	1.653465346534654	+1.1010011101001001100000010100010001101111100001100110	+1.1010011101001001100000010100010001101111100001101000	4
1.6800000000000006	1.01	1.6633663366336635	1.663366336633664	+1.1010100111010010011000000101000100011011111000011010	+1.1010100111010010011000000101000100011011111000011100	3
1.6900000000000006	1.01	1.6732673267326736	1.6732673267326739	+1.1010110001011011001111110101110111001000001111001111	+1.1010110001011011001111110101110111001000001111010000	5
1.7000000000000006	1.01	1.683168316831683	1.6831683168316838	+1.1010111011100100000111100110101001110100100110000001	+1.1010111011100100000111100110101001110100100110000100	3
1.7100000000000006	1.01	1.693069306930693	1.6930693069306937	+1.1011000101101100111111010111011100100000111100110101	+1.1011000101101100111111010111011100100000111100111000	4
1.7200000000000006	1.01	1.7029702970297032	1.7029702970297036	+1.1011001111110101110111001000001111001101010011101010	+1.1011001111110101110111001000001111001101010011101100	3
1.7300000000000006	1.01	1.712871287128713	1.7128712871287135	+1.1011011001111110101110111001000001111001101010011110	+1.1011011001111110101110111001000001111001101010100000	6
1.7400000000000007	1.01	1.722772277227723	1.7227722772277234	+1.1011100100000111100110101001110100100110000001010010	+1.1011100100000111100110101001110100100110000001010100	3
1.7500000000000007	1.01	1.732673267326733	1.7326732673267333	+1.1011101110010000011110011010100111010010011000000111	+1.1011101110010000011110011010100111010010011000001000	4
1.7600000000000007	1.01	1.7425742574257428	1.7425742574257432	+1.1011111000011001010110001011011001111110101110111010	+1.1011111000011001010110001011011001111110101110111100	3
1.7700000000000007	1.01	1.7524752475247527	1.7524752475247531	+1.1100000010100010001101111100001100101011000101101110	+1.1100000010100010001101111100001100101011000101110000	5
1.7800000000000007	1.01	1.7623762376237624	1.762376237623763	+1.1100001100101011000101101100111111010111011100100001	+1.1100001100101011000101101100111111010111011100100100	3
1.7900000000000007	1.01	1.7722772277227725	1.772277227722773	+1.1100010110110011111101011101110010000011110011010110	+1.1100010110110011111101011101110010000011110011011000	4
1.8000000000000007	1.01	1.7821782178217824	1.7821782178217829	+1.1100100000111100110101001110100100110000001010001010	+1.1100100000111100110101001110100100110000001010001100	3
1.8100000000000007	1.01	1.7920792079207923	1.7920792079207928	+1.1100101011000101101100111111010111011100100000111110	+1.1100101011000101101100111111010111011100100001000000	7
1.8200000000000007	1.01	1.8019801980198022	1.8019801980198027	+1.1100110101001110100100110000001010001000110111110010	+1.1100110101001110100100110000001010001000110111110100	3
1.8300000000000007	1.01	1.8118811881188122	1.8118811881188126	+1.1100111111010111011100100000111100110101001110100110	+1.1100111111010111011100100000111100110101001110101000	4
1.8400000000000007	1.01	1.821782178217822	1.8217821782178225	+1.1101001001100000010100010001101111100001100101011010	+1.1101001001100000010100010001101111100001100101011100	3
1.8500000000000008	1.01	1.8316831683168318	1.8316831683168324	+1.1101010011101001001100000010100010001101111100001101	+1.1101010011101001001100000010100010001101111100010000	5
