x	y	divider_dec	real_dec	divider_bin	real_bin	error
1.9899999499320984	1.75	1.1371424794197083	1.137142837047577	+1.001000110001101111000101	+1.001000110001101111001011	4
2.0	1.75	1.142856776714325	1.1428571343421936	+1.001001001001001001000011	+1.001001001001001001001001	4
2.009999990463257	1.75	1.1485710144042969	1.1485713720321655	+1.001001100000100011000000	+1.001001100000100011000110	3
2.0199999809265137	1.75	1.1542853116989136	1.1542856693267822	+1.001001110111111100111110	+1.001001110111111101000100	7
2.0299999713897705	1.75	1.1599996089935303	1.159999966621399	+1.001010001111010110111100	+1.001010001111010111000010	7
2.0399999618530273	1.75	1.165713906288147	1.1657142639160156	+1.001010100110110000111010	+1.001010100110110001000000	7
2.049999952316284	1.75	1.171428143978119	1.1714285612106323	+1.001010111110001010110111	+1.001010111110001010111110	4
2.059999942779541	1.75	1.1771424412727356	1.1771427989006042	+1.001011010101100100110101	+1.001011010101100100111011	4
2.0699999928474426	1.75	1.1828567385673523	1.182857096195221	+1.001011101100111110110011	+1.001011101100111110111001	4
2.0799999833106995	1.75	1.188571035861969	1.1885713934898376	+1.001100000100011000110001	+1.001100000100011000110111	3
2.0899999737739563	1.75	1.1942853331565857	1.1942856907844543	+1.001100011011110010101111	+1.001100011011110010110101	5
2.099999964237213	1.75	1.1999995708465576	1.199999988079071	+1.001100110011001100101100	+1.001100110011001100110011	5
2.10999995470047	1.75	1.2057138681411743	1.2057142853736877	+1.001101001010100110101010	+1.001101001010100110110001	5
2.119999945163727	1.75	1.211428165435791	1.2114285230636597	+1.001101100010000000101000	+1.001101100010000000101110	3
2.1299999952316284	1.75	1.2171424627304077	1.2171428203582764	+1.001101111001011010100110	+1.001101111001011010101100	4
2.1399999856948853	1.75	1.2228567600250244	1.222857117652893	+1.001110010000110100100100	+1.001110010000110100101010	4
2.149999976158142	1.75	1.2285709977149963	1.2285714149475098	+1.001110101000001110100001	+1.001110101000001110101000	4
2.159999966621399	1.75	1.234285295009613	1.2342857122421265	+1.001110111111101000011111	+1.001110111111101000100110	6
2.1699999570846558	1.75	1.2399995923042297	1.2399999499320984	+1.001111010111000010011101	+1.001111010111000010100011	6
2.1799999475479126	1.75	1.2457138895988464	1.245714247226715	+1.001111101110011100011011	+1.001111101110011100100001	6
2.189999997615814	1.75	1.2514281868934631	1.2514285445213318	+1.010000000101110110011001	+1.010000000101110110011111	3
2.199999988079071	1.75	1.257142424583435	1.2571428418159485	+1.010000011101010000010110	+1.010000011101010000011101	4
2.209999978542328	1.75	1.2628567218780518	1.2628571391105652	+1.010000110100101010010100	+1.010000110100101010011011	4
2.2199999690055847	1.75	1.2685710191726685	1.268571376800537	+1.010001001100000100010010	+1.010001001100000100011000	4
2.2299999594688416	1.75	1.2742852568626404	1.2742856740951538	+1.010001100011011110001111	+1.010001100011011110010110	5
2.2399999499320984	1.75	1.279999554157257	1.2799999713897705	+1.010001111010111000001101	+1.010001111010111000010100	5
2.2499999403953552	1.75	1.2857138514518738	1.2857142686843872	+1.010010010010010010001011	+1.010010010010010010010010	5
2.259999990463257	1.75	1.2914281487464905	1.291428565979004	+1.010010101001101100001001	+1.010010101001101100010000	5
2.2699999809265137	1.75	1.2971424460411072	1.2971428036689758	+1.010011000001000110000111	+1.010011000001000110001101	4
2.2799999713897705	1.75	1.302856683731079	1.3028571009635925	+1.010011011000100000000100	+1.010011011000100000001011	4
2.2899999618530273	1.75	1.3085709810256958	1.3085713982582092	+1.010011101111111010000010	+1.010011101111111010001001	4
2.299999952316284	1.75	1.3142852783203125	1.314285695552826	+1.010100000111010100000000	+1.010100000111010100000111	3
2.309999942779541	1.75	1.3199995160102844	1.3199999928474426	+1.010100011110101101111101	+1.010100011110101110000101	8
2.3199999928474426	1.75	1.325713872909546	1.3257142305374146	+1.010100110110000111111100	+1.010100110110001000000010	10
2.3299999833106995	1.75	1.3314281105995178	1.3314285278320312	+1.010101001101100001111001	+1.010101001101100010000000	8
2.3399999737739563	1.75	1.3371424078941345	1.337142825126648	+1.010101100100111011110111	+1.010101100100111011111110	4
2.349999964237213	1.75	1.3428567051887512	1.3428571224212646	+1.010101111100010101110101	+1.010101111100010101111100	4
2.35999995470047	1.75	1.3485709428787231	1.3485714197158813	+1.010110010011101111110010	+1.010110010011101111111010	4
2.369999945163727	1.75	1.3542852401733398	1.3542856574058533	+1.010110101011001001110000	+1.010110101011001001110111	3
2.3799999952316284	1.75	1.3599995374679565	1.35999995470047	+1.010111000010100011101110	+1.010111000010100011110101	5
2.3899999856948853	1.75	1.3657138347625732	1.3657142519950867	+1.010111011001111101101100	+1.010111011001111101110011	5
2.399999976158142	1.75	1.37142813205719	1.3714285492897034	+1.010111110001010111101010	+1.010111110001010111110001	5
2.409999966621399	1.75	1.3771424293518066	1.37714284658432	+1.011000001000110001101000	+1.011000001000110001101111	3
2.4199999570846558	1.75	1.3828566670417786	1.382857084274292	+1.011000100000001011100101	+1.011000100000001011101100	4
2.4299999475479126	1.75	1.3885709643363953	1.3885713815689087	+1.011000110111100101100011	+1.011000110111100101101010	4
2.439999997615814	1.75	1.394285261631012	1.3942856788635254	+1.011001001110111111100001	+1.011001001110111111101000	4
2.449999988079071	1.75	1.3999995589256287	1.399999976158142	+1.011001100110011001011111	+1.011001100110011001100110	6
2.459999978542328	1.75	1.4057137966156006	1.4057142734527588	+1.011001111101110011011100	+1.011001111101110011100100	6
2.4699999690055847	1.75	1.4114280939102173	1.4114285707473755	+1.011010010101001101011010	+1.011010010101001101100010	6
2.4799999594688416	1.75	1.417142391204834	1.4171428084373474	+1.011010101100100111011000	+1.011010101100100111011111	3
2.4899999499320984	1.75	1.4228566884994507	1.4228571057319641	+1.011011000100000001010110	+1.011011000100000001011101	4
2.4999999403953552	1.75	1.4285709261894226	1.4285714030265808	+1.011011011011011011010011	+1.011011011011011011011011	4
2.509999990463257	1.75	1.4342852234840393	1.4342857003211975	+1.011011110010110101010001	+1.011011110010110101011001	4
2.5199999809265137	1.75	1.439999520778656	1.4399999976158142	+1.011100001010001111001111	+1.011100001010001111010111	5
2.5299999713897705	1.75	1.4457138180732727	1.4457142353057861	+1.011100100001101001001101	+1.011100100001101001010100	5
2.5399999618530273	1.75	1.4514280557632446	1.4514285326004028	+1.011100111001000011001010	+1.011100111001000011010010	5
2.549999952316284	1.75	1.4571423530578613	1.4571428298950195	+1.011101010000011101001000	+1.011101010000011101010000	5
2.559999942779541	1.75	1.462856650352478	1.4628571271896362	+1.011101100111110111000110	+1.011101100111110111001110	4
2.5699999928474426	1.75	1.4685709476470947	1.468571424484253	+1.011101111111010001000100	+1.011101111111010001001100	4
2.5799999833106995	1.75	1.4742852449417114	1.4742856621742249	+1.011110010110101011000010	+1.011110010110101011001001	4
2.5899999737739563	1.75	1.4799995422363281	1.4799999594688416	+1.011110101110000101000000	+1.011110101110000101000111	3
2.599999964237213	1.75	1.4857137799263	1.4857142567634583	+1.011111000101011110111101	+1.011111000101011111000101	7
2.60999995470047	1.75	1.4914280772209167	1.491428554058075	+1.011111011100111000111011	+1.011111011100111001000011	7
2.619999945163727	1.75	1.4971423149108887	1.4971428513526917	+1.011111110100010010111000	+1.011111110100010011000001	7
2.6299999952316284	1.75	1.5028566718101501	1.5028570890426636	+1.100000001011101100110111	+1.100000001011101100111110	4
